ISBN,URL,Time per requests
9.78055E+12,https://www.booktopia.com.au/son-lois-lowry/ebook/9780547928517.html,51.17197585
9.78065E+12,https://www.booktopia.com.au/how-i-became-the-fittest-woman-on-earth-tia-clair-toomey/ebook/9780646987286.html,43.53385901
9.7811E+12,https://www.booktopia.com.au/dubliners-james-joyce/ebook/9781101042182.html,47.03835154
9.78076E+12,https://www.booktopia.com.au/stitch-n-bitch-crochet-debbie-stoller/ebook/9780761174981.html,41.38944769
9.78137E+12,https://www.booktopia.com.au/walk-into-silence-susan-mcbride/ebook/9781365501210.html,42.73636627
9.78075E+12,https://www.booktopia.com.au/lord-of-chaos-robert-jordan/ebook/9780748115396.html,49.38831425
9.78086E+12,https://www.booktopia.com.au/a-wartime-christmas-carol-rivers/ebook/9780857208347.html,43.86908007
9.78076E+12,https://www.booktopia.com.au/blood-ties-samantha-hayes/ebook/9780755376605.html,43.42915535
9.78079E+12,https://www.booktopia.com.au/infinity-gauntlet-jim-starlin/ebook/9780785170655.html,44.02602696
9.78141E+12,https://www.booktopia.com.au/no-way-back-m-j-arlidge/ebook/9781405926959.html,47.51355338
9.78024E+12,https://www.booktopia.com.au/feel-better-in-5-dr-rangan-chatterjee/ebook/9780241397817.html,74.47425747
9.78141E+12,https://www.booktopia.com.au/nine-perfect-strangers-liane-moriarty/ebook/9781405919470.html,51.21600318
9.78032E+12,https://www.booktopia.com.au/the-fishermen-chigozie-obioma/ebook/9780316338363.html,51.43704391
9.78099E+12,https://www.booktopia.com.au/escaping-destiny-amelia-hutchins/ebook/9780991190928.html,42.96088099
9.78014E+12,https://www.booktopia.com.au/the-mark-of-athena-heroes-of-olympus-book-3--rick-riordan/ebook/9780141967561.html,43.77976537
9.78047E+12,https://www.booktopia.com.au/the-five-dysfunctions-of-a-team-patrick-m-lencioni/ebook/9780470893869.html,45.8185699
9.7807E+12,https://www.booktopia.com.au/christmas-bells-jennifer-chiaverini/ebook/9780698407091.html,56.97205448
9.78086E+12,https://www.booktopia.com.au/the-7-habits-of-highly-effective-teenagers-sean-covey/ebook/9780857206473.html,43.26049089
9.78006E+12,,42.8956387
9.78023E+12,,44.80883193
9.78141E+12,https://www.booktopia.com.au/lucy-sullivan-is-getting-married-marian-keyes/ebook/9781405935166.html,-3555.697615
9.78014E+12,https://www.booktopia.com.au/the-beach-alex-garland/ebook/9780141941448.html,45.87323952
9.78058E+12,https://www.booktopia.com.au/the-green-mile-stephen-king/ebook/9780575087309.html,43.75621605
9.78055E+12,https://www.booktopia.com.au/persuasion-jane-austen/ebook/9780553904567.html,53.91966081
9.78086E+12,https://www.booktopia.com.au/the-crowded-grave-martin-walker/ebook/9780857389572.html,43.73743844
9.78141E+12,https://www.booktopia.com.au/eeny-meeny-m-j-arlidge/ebook/9781405914895.html,44.4564147
9.78014E+12,https://www.booktopia.com.au/tao-te-ching-lao-tzu/ebook/9780141922324.html,50.49940205
9.78039E+12,https://www.booktopia.com.au/bonk-mary-roach/ebook/9780393069211.html,43.07176924
9.78054E+12,https://www.booktopia.com.au/the-cake-bible-rose-levy-beranbaum/ebook/9780544859562.html,48.19678569
9.78031E+12,https://www.booktopia.com.au/midnight-in-the-garden-of-good-and-evil-john-berendt/ebook/9780307538376.html,52.71298099
9.78141E+12,https://www.booktopia.com.au/the-rainmaker-john-grisham/ebook/9781407059198.html,53.16591573
9.78057E+12,https://www.booktopia.com.au/the-murder-room-p-d-james/ebook/9780571247035.html,47.66753912
9.7813E+12,https://www.booktopia.com.au/thor-jason-aaron/ebook/9781302013769.html,73.96685362
9.78141E+12,https://www.booktopia.com.au/fatal-cut-june-hampson/ebook/9781409106968.html,50.03749466
9.78014E+12,https://www.booktopia.com.au/the-queen-and-i-sue-townsend/ebook/9780141938332.html,54.98595285
9.78023E+12,,58.08695769
9.78014E+12,https://www.booktopia.com.au/all-the-bright-places-jennifer-niven/ebook/9780141357041.html,55.74002433
9.7811E+12,https://www.booktopia.com.au/the-prize-julie-garwood/ebook/9781101533475.html,49.53238821
9.78086E+12,https://www.booktopia.com.au/born-fearless-phil-campion/ebook/9780857384416.html,58.27296686
9.78014E+12,https://www.booktopia.com.au/alone-in-berlin-hans-fallada/ebook/9780141908731.html,48.28743315
9.78024E+12,https://www.booktopia.com.au/exit-west-mohsin-hamid/ebook/9780241979075.html,47.282866
9.78141E+12,https://www.booktopia.com.au/night-watch-terry-pratchett/ebook/9781407035321.html,49.32368612
9.78075E+12,https://www.booktopia.com.au/safe-haven-nicholas-sparks/ebook/9780748122660.html,43.86026835
9.78031E+12,https://www.booktopia.com.au/the-autobiography-of-saint-therese-john-beevers/ebook/9780307778086.html,45.89520049
9.78014E+12,https://www.booktopia.com.au/the-bhagavad-gita-laurie-l-patton/ebook/9780141396217.html,62.73797274
9.7807E+12,https://www.booktopia.com.au/my-mother-s-secret-j-l-witterick/ebook/9780698151529.html,48.52809119
9.78014E+12,https://www.booktopia.com.au/the-language-instinct-steven-pinker/ebook/9780141929682.html,46.31090665
9.7811E+12,https://www.booktopia.com.au/the-spy-and-the-traitor-ben-macintyre/book/9781101904190.html,45.84589887
9.78141E+12,https://www.booktopia.com.au/ancillary-sword-ann-leckie/ebook/9781405525855.html,45.35564351
9.78076E+12,https://www.booktopia.com.au/harriet-tubman-catherine-clinton/ebook/9780759509771.html,49.20593071
9.78024E+12,https://www.booktopia.com.au/the-art-of-statistics-david-spiegelhalter/ebook/9780241258750.html,44.87548542
9780007461240,https://www.booktopia.com.au/the-screwtape-letters-letters-from-a-senior-to-a-junior-devil-c-s-lewis/book/9780007461240.html,43.39516568183899