,Title,Url,Price,Rating,Mrp,Vsp,Offer_percentage,Product_highlights,Data-sku,Category,Prodcut_url,Description,Gtin,Availablility,BRAND,MODEL NAME,SERIES,SKU,TYPE,SUITABLE FOR,COLOR,OS,OS VERSION,OS ARCHITECTURE,PROCESSOR BRAND,PROCESSOR,VARIENT,CHIPSET,SPEED,CACHE,SCREEN SIZE,SCREEN TYPE,TOUCHSCREEN,RESOLUTION,ADDITIONAL DISPLAY FEATURES,RAM,EXPANDABLE RAM,RAM FREQUENCY,HARDWARE INTERFACE,SD CAPACITY,HDD CAPACITY,EXPANDABLE STORAGE,CAPACITY,LIFE,CELL,POWER SUPPLY,USB,HDMI,MULTI CARD SLOT,RJ45 LAN,HEADPHONE JACK,EYBOARD,BACKLIT KEYBOARD,POINTER DEVICE,WEB CAMERA,INTERNAL MIC,SPEAKERS,SOUND,ETHERNET,BLUETOOTH,WIRELESS LAN,ANTIVIRUS,BIOMETRICS,LOCK PORT,INCLUDED,Generic Name,Country of origin,Country of Manufacturer,Manufacturers Details,Importer Detail,Packers Details,Manufactured Month Year,Item Available From Date,Product Dimensions with Box (W x D x H),Product Weight with Box,Product Dimensions With Stand & Box(W x D x H),Product Weight With Stand & Box,Product Dimensions(W x D x H),Product Weight,SSD CAPACITY,KEYBOARD,Office,OTHER PORTS,MODEL COLOR,SIM TYPE,SIM TRAY TYPE,DISPLAY SIZE,PANEL TYPE,SCREEN RESOLUTION,RESOLUTION TYPE,REFRESH RATE,OTHER DISPLAY FEATURES,CUSTOM UI,INTERNAL STORAGE,REAR CAMERA,REAR CAMERA SETUP,REAR CAMERA FEATURES,FRONT CAMERA,FRONT CAMERA SETUP,FRONT CAMERA FEATURES,FLASH,VIDEO RECORDING,WI-FI,PORTS,WATER RESISTANCE,OTHER SENSORS,SOFTWARE & MULTIMEDIA,WIDTH,HEIGHT,Length,WEIGHT,OTHER
0,ASUS Vivobook 15 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ 15.6 inch (39.62 cm)/FHD Display/Intel UHD Graphics/ Win11/ MSOffice/ X1500EA-EJ327WS),https://www.vijaysales.com/asus-vivobook-15-laptop-11th-gen-core-i3-8gb-512gb-ssd-15-6-inches-39-62-cm-intel-uhd-graphics-windows-11-ms-office-x1500ea-ej327ws/24530,"Offer Price₹31,990",★4.6,"₹49,990","₹34,900","36% off (You Save ₹18,000)","Windows 11 Home
15.6-inch (39.62 cm) FHD (1920 x 1080) LED Backlit Anti-glare display
11th Generation Core i3 Prcoessor
8GB DDR4 on board
512GB M.2 NVMe™ PCIe® 3.0 SSD
Intel® UHD Graphics
Built-in speaker1 Year Manufacturer Warranty",219462,Laptop & Printer,https://www.vijaysales.com/ASUS-Vivobook-15-Laptop-11th-Gen-Core-i3-8GB-512GB-SSD-15-6-inches-39-62-cm-Intel-UHD-Graphics-Windows-11-MS-Office-X1500EA-EJ327WS-24530,"asus vivobook 15 laptop (11th gen core i3/ 8gb/ 512gb ssd/ 15.6 inch (39.62 cm)/fhd display/intel uhd graphics/ win11/ msoffice/ x1500ea-ej327ws) best Price in india,buy asus vivobook 15 laptop (11th gen core i3/ 8gb/ 512gb ssd/ 15.6 inch (39.62 cm)/fhd display/intel uhd graphics/ win11/ msoffice/ x1500ea-ej327ws) online in India on vijaysales.com,ASUS Vivobook 15 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ 15.6 inch (39.62 cm)/FHD Display/Intel UHD Graphics/ Win11/ MSOffice/ X1500EA-EJ327WS) reviews.ASUS Vivobook 15 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ 15.6 inch (39.62 cm)/FHD Display/Intel UHD Graphics/ Win11/ MSOffice/ X1500EA-EJ327WS) ratings, features, specifications, Free Shipping, EMI option.",4711387136751,https://schema.org/Yes,ASUS,X1500EA-EJ327WS,Asus VivoBook 15,X1500EAEJ327WS,"Laptop,Intergrated,37WHrs, 2S1P, 2-cell Li-ion",Processing & Multitasking,Indie Black,Microsoft Windows,Windows 11 Home,64 bit,Intel,"11th Generation,Intel® UHD Graphics",Core i3,1115G4,Up to 4.1 GHz,6M Cache,15.6-inch (39.62 cm),FHD (1920 x 1080) LED Backlit Anti-glare display,No,1920 x 1080 pixels,"16:9 aspect ratio
60Hz refresh rate
200nits Brightness
45% NTSC color gamut
83 ? Screen-to-body ratio",8GB DDR4 on board,Need to remove bottom/top caseNeed to remove bottom/top case1x DDR4 SO-DIMM slot,,DDR4,512GB M.2 NVMe™ PCIe® 3.0 SSD,No,1x M.2 2280 PCIe 3.0x41x STD 2.5” SATA HDD,Shared,,3 Cell,"ø4.0, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal","1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 1 Type-C
2x USB 2.0 Type-A
1x DC-in",1x HDMI 1.4,No,No,1x 3.5mm Combo Audio Jack,Chiclet Keyboard with Num-key,No,Touchpad,VGA camera,Built-in microphone,Built-in speaker,,No,Bluetooth® 5.1 Wireless Card,Wi-Fi 5(802.11ac) (Dual band) 1*1,McAfee® LiveSafe™ 1 year,No,,Office Home and Student 2021 included,Laptop,China,China,ASUS,"ASUS INDIA PVT. LTD., 402 SUPREME CHAMBERS, 17/18 SHAH INDUSTRIAL ESTATE, VEERA DESAI ROAD, ANDHERI(WEST)-400053 INDIA","ASUS INDIA PVT. LTD., 402 SUPREME CHAMBERS, 17/18 SHAH INDUSTRIAL ESTATE, VEERA DESAI ROAD, ANDHERI(WEST)-400053 INDIA",,01 Jul 2023,,,,,36.00 x 1.99 x 23.50 cm,1.80 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,ASUS Vivobook 15 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ 15.6 inch (39.62 cm)/FHD Display/Intel UHD Graphics/ Win11/ MSOffice/ X1500EA-EJ327WS),https://www.vijaysales.com/asus-vivobook-15-laptop-11th-gen-core-i3-8gb-512gb-ssd-15-6-inches-39-62-cm-intel-uhd-graphics-windows-11-ms-office-x1500ea-ej327ws/24530,"Offer Price₹31,990",★4.6,"₹49,990","₹34,900","36% off (You Save ₹18,000)","Windows 11 Home
15.6-inch (39.62 cm) FHD (1920 x 1080) LED Backlit Anti-glare display
11th Generation Core i3 Prcoessor
8GB DDR4 on board
512GB M.2 NVMe™ PCIe® 3.0 SSD
Intel® UHD Graphics
Built-in speaker1 Year Manufacturer Warranty",219462,Laptop & Printer,https://www.vijaysales.com/ASUS-Vivobook-15-Laptop-11th-Gen-Core-i3-8GB-512GB-SSD-15-6-inches-39-62-cm-Intel-UHD-Graphics-Windows-11-MS-Office-X1500EA-EJ327WS-24530,"asus vivobook 15 laptop (11th gen core i3/ 8gb/ 512gb ssd/ 15.6 inch (39.62 cm)/fhd display/intel uhd graphics/ win11/ msoffice/ x1500ea-ej327ws) best Price in india,buy asus vivobook 15 laptop (11th gen core i3/ 8gb/ 512gb ssd/ 15.6 inch (39.62 cm)/fhd display/intel uhd graphics/ win11/ msoffice/ x1500ea-ej327ws) online in India on vijaysales.com,ASUS Vivobook 15 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ 15.6 inch (39.62 cm)/FHD Display/Intel UHD Graphics/ Win11/ MSOffice/ X1500EA-EJ327WS) reviews.ASUS Vivobook 15 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ 15.6 inch (39.62 cm)/FHD Display/Intel UHD Graphics/ Win11/ MSOffice/ X1500EA-EJ327WS) ratings, features, specifications, Free Shipping, EMI option.",4711387136751,https://schema.org/Yes,ASUS,X1500EA-EJ327WS,Asus VivoBook 15,X1500EAEJ327WS,"Laptop,Intergrated,37WHrs, 2S1P, 2-cell Li-ion",Processing & Multitasking,Indie Black,Microsoft Windows,Windows 11 Home,64 bit,Intel,"11th Generation,Intel® UHD Graphics",Core i3,1115G4,Up to 4.1 GHz,6M Cache,15.6-inch (39.62 cm),FHD (1920 x 1080) LED Backlit Anti-glare display,No,1920 x 1080 pixels,"16:9 aspect ratio
60Hz refresh rate
200nits Brightness
45% NTSC color gamut
83 ? Screen-to-body ratio",8GB DDR4 on board,Need to remove bottom/top caseNeed to remove bottom/top case1x DDR4 SO-DIMM slot,,DDR4,512GB M.2 NVMe™ PCIe® 3.0 SSD,No,1x M.2 2280 PCIe 3.0x41x STD 2.5” SATA HDD,Shared,,3 Cell,"ø4.0, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal","1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 1 Type-C
2x USB 2.0 Type-A
1x DC-in",1x HDMI 1.4,No,No,1x 3.5mm Combo Audio Jack,Chiclet Keyboard with Num-key,No,Touchpad,VGA camera,Built-in microphone,Built-in speaker,,No,Bluetooth® 5.1 Wireless Card,Wi-Fi 5(802.11ac) (Dual band) 1*1,McAfee® LiveSafe™ 1 year,No,,Office Home and Student 2021 included,Laptop,China,China,ASUS,"ASUS INDIA PVT. LTD., 402 SUPREME CHAMBERS, 17/18 SHAH INDUSTRIAL ESTATE, VEERA DESAI ROAD, ANDHERI(WEST)-400053 INDIA","ASUS INDIA PVT. LTD., 402 SUPREME CHAMBERS, 17/18 SHAH INDUSTRIAL ESTATE, VEERA DESAI ROAD, ANDHERI(WEST)-400053 INDIA",,01 Jul 2023,,,,,36.00 x 1.99 x 23.50 cm,1.80 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,ASUS Vivobook 15 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ 15.6 inch (39.62 cm)/FHD Display/Intel UHD Graphics/ Win11/ MSOffice/ X1500EA-EJ327WS),https://www.vijaysales.com/asus-vivobook-15-laptop-11th-gen-core-i3-8gb-512gb-ssd-15-6-inches-39-62-cm-intel-uhd-graphics-windows-11-ms-office-x1500ea-ej327ws/24530,"Offer Price₹31,990",★4.6,"₹49,990","₹34,900","36% off (You Save ₹18,000)","Windows 11 Home
15.6-inch (39.62 cm) FHD (1920 x 1080) LED Backlit Anti-glare display
11th Generation Core i3 Prcoessor
8GB DDR4 on board
512GB M.2 NVMe™ PCIe® 3.0 SSD
Intel® UHD Graphics
Built-in speaker1 Year Manufacturer Warranty",219462,Laptop & Printer,https://www.vijaysales.com/ASUS-Vivobook-15-Laptop-11th-Gen-Core-i3-8GB-512GB-SSD-15-6-inches-39-62-cm-Intel-UHD-Graphics-Windows-11-MS-Office-X1500EA-EJ327WS-24530,"asus vivobook 15 laptop (11th gen core i3/ 8gb/ 512gb ssd/ 15.6 inch (39.62 cm)/fhd display/intel uhd graphics/ win11/ msoffice/ x1500ea-ej327ws) best Price in india,buy asus vivobook 15 laptop (11th gen core i3/ 8gb/ 512gb ssd/ 15.6 inch (39.62 cm)/fhd display/intel uhd graphics/ win11/ msoffice/ x1500ea-ej327ws) online in India on vijaysales.com,ASUS Vivobook 15 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ 15.6 inch (39.62 cm)/FHD Display/Intel UHD Graphics/ Win11/ MSOffice/ X1500EA-EJ327WS) reviews.ASUS Vivobook 15 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ 15.6 inch (39.62 cm)/FHD Display/Intel UHD Graphics/ Win11/ MSOffice/ X1500EA-EJ327WS) ratings, features, specifications, Free Shipping, EMI option.",4711387136751,https://schema.org/Yes,ASUS,X1500EA-EJ327WS,Asus VivoBook 15,X1500EAEJ327WS,"Laptop,Intergrated,37WHrs, 2S1P, 2-cell Li-ion",Processing & Multitasking,Indie Black,Microsoft Windows,Windows 11 Home,64 bit,Intel,"11th Generation,Intel® UHD Graphics",Core i3,1115G4,Up to 4.1 GHz,6M Cache,15.6-inch (39.62 cm),FHD (1920 x 1080) LED Backlit Anti-glare display,No,1920 x 1080 pixels,"16:9 aspect ratio
60Hz refresh rate
200nits Brightness
45% NTSC color gamut
83 ? Screen-to-body ratio",8GB DDR4 on board,Need to remove bottom/top caseNeed to remove bottom/top case1x DDR4 SO-DIMM slot,,DDR4,512GB M.2 NVMe™ PCIe® 3.0 SSD,No,1x M.2 2280 PCIe 3.0x41x STD 2.5” SATA HDD,Shared,,3 Cell,"ø4.0, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal","1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 1 Type-C
2x USB 2.0 Type-A
1x DC-in",1x HDMI 1.4,No,No,1x 3.5mm Combo Audio Jack,Chiclet Keyboard with Num-key,No,Touchpad,VGA camera,Built-in microphone,Built-in speaker,,No,Bluetooth® 5.1 Wireless Card,Wi-Fi 5(802.11ac) (Dual band) 1*1,McAfee® LiveSafe™ 1 year,No,,Office Home and Student 2021 included,Laptop,China,China,ASUS,"ASUS INDIA PVT. LTD., 402 SUPREME CHAMBERS, 17/18 SHAH INDUSTRIAL ESTATE, VEERA DESAI ROAD, ANDHERI(WEST)-400053 INDIA","ASUS INDIA PVT. LTD., 402 SUPREME CHAMBERS, 17/18 SHAH INDUSTRIAL ESTATE, VEERA DESAI ROAD, ANDHERI(WEST)-400053 INDIA",,01 Jul 2023,,,,,36.00 x 1.99 x 23.50 cm,1.80 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,ASUS Vivobook 15 (12th Gen Core i3 / 8GB/ 512GB SSD/ 15.6 inch (39.62 cm)/ Back lit KB/Intel UHD Graphics/WiFi 6/ Win 11/ MSOffice) X1502ZA-EJ321WS,https://www.vijaysales.com/asus-vivobook-15-12th-gen-core-i3-8gb-512gb-ssd-15-6-inches-39-62-cm-intel-uhd-graphics-win-11-ms-office/24561,"Offer Price₹35,990",★4.5,"₹50,000","₹37,990","28% off (You Save ₹14,010)","Windows 11 Home
15.6-inch (39.62 cm) FHD (1920 x 1080) LED Backlit Anti-glare display
12th Generation Core i3 Processor
8GB DDR4 on board
512GB M.2 NVMe™ PCIe® 3.0 SSD
Intel® UHD Graphics
Built-in speaker
SonicMaster1 Year Manufacturer Warranty",219627,Laptop & Printer,https://www.vijaysales.com/ASUS-Vivobook-15-12th-Gen-Core-i3-8GB-512GB-SSD-15-6-inches-39-62-cm-Intel-UHD-Graphics-Win-11-MS-Office-24561,"asus vivobook 15 (12th gen core i3 / 8gb/ 512gb ssd/ 15.6 inch (39.62 cm)/ back lit kb/intel uhd graphics/wifi 6/ win 11/ msoffice) x1502za-ej321ws best Price in india,buy asus vivobook 15 (12th gen core i3 / 8gb/ 512gb ssd/ 15.6 inch (39.62 cm)/ back lit kb/intel uhd graphics/wifi 6/ win 11/ msoffice) x1502za-ej321ws online in India on vijaysales.com,ASUS Vivobook 15 (12th Gen Core i3 / 8GB/ 512GB SSD/ 15.6 inch (39.62 cm)/ Back lit KB/Intel UHD Graphics/WiFi 6/ Win 11/ MSOffice) X1502ZA-EJ321WS reviews.ASUS Vivobook 15 (12th Gen Core i3 / 8GB/ 512GB SSD/ 15.6 inch (39.62 cm)/ Back lit KB/Intel UHD Graphics/WiFi 6/ Win 11/ MSOffice) X1502ZA-EJ321WS ratings, features, specifications, Free Shipping, EMI option.",4711387011966,https://schema.org/Yes,ASUS,X1502ZA-EJ321WS,ASUS Vivobook 15,X1502ZAEJ321WS,"Laptop,Intergrated,42WHrs, 3S1P, 3-cell Li-ion",Processing & Multitasking,Quiet Blue,Microsoft Windows,Windows 11 Home,64 bit,Intel,"12th Generation,Intel® UHD Graphics",Core i3,1215U,Up to 4.4 GHz,10M Cache,15.6-inch (39.62 cm),FHD (1920 x 1080) LED Backlit Anti-glare display,No,1920 x 1080 pixels,"16:9 aspect ratio
60Hz refresh rate
220nits Brightness
45% NTSC color gamut
TÜV Rheinland-certified
82 ? Screen-to-body ratio",8GB DDR4 on board,1x DDR4 SO-DIMM slot,,DDR4,512GB M.2 NVMe™ PCIe® 3.0 SSD,,1x M.2 2280 PCIe 4.0x4,Shared,,3 Cell,"ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal","1x USB 2.0 Type-A
1x USB 3.2 Gen 1 Type-C
2x USB 3.2 Gen 1 Type-A
1x DC-in",1x HDMI 1.4,No,No,1x 3.5mm Combo Audio Jack,Backlit Chiclet Keyboard,Yes,Touchpad,"720p HD camera 
 With privacy shutter",Built-in microphone,Built-in speaker,SonicMaster,No,Bluetooth® 5.3 Wireless Card,Wi-Fi 6(802.11ax) (Dual band) 2*2,McAfee® LiveSafe™ 1 year,No,,Office Home and Student 2021 included,Laptop,China,China,ASUS,"ASUS INDIA PVT. LTD., 402 SUPREME CHAMBERS, 17/18 SHAH INDUSTRIAL ESTATE, VEERA DESAI ROAD, ANDHERI(WEST)-400053 INDIA","ASUS INDIA PVT. LTD., 402 SUPREME CHAMBERS, 17/18 SHAH INDUSTRIAL ESTATE, VEERA DESAI ROAD, ANDHERI(WEST)-400053 INDIA",,15 Jul 2023,,,,,35.97 x 1.99 x 23.25 cm,1.70 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Asus Vivobook Go 14 Laptop (Ryzen 3 / 8 GB RAM / 512GB SSD/ 14 inch (35.56 cm) Display/Thin & Light/Radeon Graphics/ Win 11/ Office/E1404FA-NK321WS,https://www.vijaysales.com/asus-vivobook-go-14-e1404fa-nk321ws-laptop-amd-ryzen-3-8-gb-ram-512gb-ssd-14-inch-35-56-cm-display-amd-radeon-graphics-windows-11-office/23933,"Offer Price₹33,990",★4.5,"₹50,990","₹35,990","33% off (You Save ₹17,000)","Windows 11 Home
14 inch (35.56 cm) FHD (1920 x 1080) LED Backlit Anti-glare display
AMD Ryzen™ 3 Processor
8GB LPDDR5 on board
512GB M.2 NVMe™ PCIe® 3.0 SSD
AMD Radeon™ Graphics
SonicMaster
Built-in speaker1 Year Manufacturer Warranty",215619,Laptop & Printer,https://www.vijaysales.com/Asus-Vivobook-Go-14-E1404FA-NK321WS-Laptop-AMD-Ryzen-3-8-GB-RAM-512GB-SSD-14-inch-35-56-cm-Display-AMD-Radeon-Graphics-Windows-11-Office-23933,"asus vivobook go 14 laptop (ryzen 3 / 8 gb ram / 512gb ssd/ 14 inch (35.56 cm) display/thin & light/radeon graphics/ win 11/ office/e1404fa-nk321ws best Price in india,buy asus vivobook go 14 laptop (ryzen 3 / 8 gb ram / 512gb ssd/ 14 inch (35.56 cm) display/thin & light/radeon graphics/ win 11/ office/e1404fa-nk321ws online in India on vijaysales.com,Asus Vivobook Go 14 Laptop (Ryzen 3 / 8 GB RAM / 512GB SSD/ 14 inch (35.56 cm) Display/Thin & Light/Radeon Graphics/ Win 11/ Office/E1404FA-NK321WS reviews.Asus Vivobook Go 14 Laptop (Ryzen 3 / 8 GB RAM / 512GB SSD/ 14 inch (35.56 cm) Display/Thin & Light/Radeon Graphics/ Win 11/ Office/E1404FA-NK321WS ratings, features, specifications, Free Shipping, EMI option.",0,https://schema.org/Yes,Asus,E1404FA-NK321WS,Vivobook Go 14,E1404FANK321WS,"Laptop,Intergrated,42WHrs, 3S1P, 3-cell Li-ion",Processing & Multitasking,Cool Silver,Microsoft Windows,Windows 11 Home,64 bit,AMD,"AMD Ryzen™,AMD Radeon™ Graphics",AMD Ryzen™ 3,7320U,Up to 4.1 GHz max boost,4MB cache,14 inch (35.56 cm),FHD (1920 x 1080) LED Backlit Anti-glare display,No,1920 x 1080 pixels,"16:9 aspect ratio 
60Hz refresh rate 
250nits Brightness 
45% NTSC color gamut 
83 ? Screen-to-body ratio",8GB LPDDR5 on board,,,LPDDR5,512GB M.2 NVMe™ PCIe® 3.0 SSD,,,Shared,,3 Cell,"ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal","1x USB 2.0 Type-A
1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 1 Type-C",1x HDMI 1.4,No,No,1x 3.5mm Combo Audio Jack,Chiclet Keyboard,No,Touchpad,720p HD camera ; With privacy shutter,Built-in array microphone,Built-in speaker,SonicMaster,No,Bluetooth® 5,Wi-Fi 6E(802.11ax) (Dual band) 1*1,,No,,Microsoft Office Home & Student 2021,Laptop,China,China,Asus,"ASUS INDIA PVT. LTD., 402 SUPREME CHAMBERS, 17/18 SHAH INDUSTRIAL ESTATE, VEERA DESAI ROAD, ANDHERI(WEST)-400053 INDIA","ASUS INDIA PVT. LTD., 402 SUPREME CHAMBERS, 17/18 SHAH INDUSTRIAL ESTATE, VEERA DESAI ROAD, ANDHERI(WEST)-400053 INDIA",,27 Mar 2023,,,,,32.45 x 1.79 x 21.39 cm,1.38 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"ASUS TUF F17 Gaming Laptop (11th Gen Core i5/ 8GB RAM/ 512GB SSD/ 17""(43.94 cm)/ NVIDIA GeForce RTX 2050 Graphics/ Win 11/ MSOffice) FX706HFHX044WS",https://www.vijaysales.com/asus-tuf-f17-gaming-laptop-11th-gen-core-i5-8gb-ram-512gb-ssd-17-43-94-cm-nvidia-geforce-rtx-2050-graphics-win-11-msoffice-fx706hfhx044ws/26226,,★3.9,"₹75,990","₹51,990","32% off (You Save ₹24,000)","17-inch Full HD (1920 x 1080) Anti-glare display
Intel Core i5-11260H Processor
8GB DDR4 RAM (8GB DDR4-3200 SO-DIMM
512GB PCIe 3.0 NVMe M.2 SSD storage
Optimus 4GB GDDR6 NVIDIA GeForce RTX 2050 Laptop GPU
Windows 11 Home operating system
Backlit Keyboard, Anti Glare Coating
48Wh Lithium Polymer battery1 Year Manufacturer Warranty",225492,Laptop & Printer,https://www.vijaysales.com/ASUS-TUF-F17-Gaming-Laptop-11th-Gen-Core-i5-8GB-RAM-512GB-SSD-17-43-94-cm-NVIDIA-GeForce-RTX-2050-Graphics-Win-11-MSOffice-FX706HFHX044WS26226,"asus tuf f17 gaming laptop (11th gen core i5/ 8gb ram/ 512gb ssd/ 17(43.94 cm)/ nvidia geforce rtx 2050 graphics/ win 11/ msoffice) fx706hfhx044ws best Price in india,buy asus tuf f17 gaming laptop (11th gen core i5/ 8gb ram/ 512gb ssd/ 17(43.94 cm)/ nvidia geforce rtx 2050 graphics/ win 11/ msoffice) fx706hfhx044ws online in India on vijaysales.com,ASUS TUF F17 Gaming Laptop (11th Gen Core i5/ 8GB RAM/ 512GB SSD/ 17(43.94 cm)/ NVIDIA GeForce RTX 2050 Graphics/ Win 11/ MSOffice) FX706HFHX044WS reviews.ASUS TUF F17 Gaming Laptop (11th Gen Core i5/ 8GB RAM/ 512GB SSD/ 17(43.94 cm)/ NVIDIA GeForce RTX 2050 Graphics/ Win 11/ MSOffice) FX706HFHX044WS ratings, features, specifications, Free Shipping, EMI option.",0,https://schema.org/Yes,ASUS,ASUS TUF Gaming F17,ASUS TUF Gaming,FX706HFHX044WS,"Gaming,Integrated,Li-ion",Gamers,Graphite Black,Microsoft Windows,Windows 11 Home,64 bit,Intel,"Core i5,NVIDIA GeForce RTX 2050",,NVIDIA,2.9 GHz,12 MB Cache,17 inch (43.94 cms) FHD (1920 x 1080),FHD,No,1920 x 1080 Pixel,Anti-glare display || 16:09 Aspect Ratio || 144Hz Refresh Rate || 250nits Brightness,8GB DDR4 RAM (8GB DDR4-3200 SO-DIMM),expandable upto 32GB using 2x SO-DIMM slots,3200MHz,DDR4,512GB M.2 NVMe™ PCIe® 4.0 SSD,,,4GB GDDR6,-,3-Cell,48WHrs,3x USB 3.2 Gen 1 Type-A,1x HDMI 2.0b,,1x RJ45 LAN port,1x 3.5mm Combo Audio Jack,Backlit Chiclet Keyboard with Num-key,Yes,-,720P HD camera,Built-in array microphone,2-speaker system,-,No,Bluetooth 5.3 Wireless Card (*Bluetooth version may change with OS version different.),10/100/1000 Mbps,-,No,-,Office Home and Student,Laptop,China,China,ASUS,"ASUS INDIA PVT. LTD., 402 SUPREME CHAMBERS, 17/18 SHAH INDUSTRIAL ESTATE, VEERA DESAI ROAD, ANDHERI(WEST)-400053 INDIA","ASUS INDIA PVT. LTD., 402 SUPREME CHAMBERS, 17/18 SHAH INDUSTRIAL ESTATE, VEERA DESAI ROAD, ANDHERI(WEST)-400053 INDIA",,15 May 2023,,,,,35.9 x 25.6 x 2.45 cm,2.30 Kg,512GB PCIe 3.0 NVMe M.2 SSD,Backlit Chiclet Keyboard 1-Zone RGB,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
